ID,VIOLATION LAST MODIFIED DATE,VIOLATION DATE,VIOLATION CODE,VIOLATION STATUS,VIOLATION STATUS DATE,VIOLATION DESCRIPTION,VIOLATION LOCATION,VIOLATION INSPECTOR COMMENTS,VIOLATION ORDINANCE,INSPECTOR ID,INSPECTION NUMBER,INSPECTION STATUS,INSPECTION WAIVED,INSPECTION CATEGORY,DEPARTMENT BUREAU,ADDRESS,STREET NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,PROPERTY GROUP,SSA,LATITUDE,LONGITUDE,LOCATION,YEAR,MONTH,DAY
6728494,01/06/2022,01/06/2022,CN197019,OPEN,,INSTALL SMOKE DETECTORS,OTHER   :    :OTHER,CB197019- EAST STAIRWELL 5TH FLOOR - MISSING SMOKE DETECTOR.,"Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.",BL00831,13642001,FAILED,N,COMPLAINT,CONSERVATION,7733 S SOUTH SHORE DR,7733,S,SOUTH SHORE,DR,20714,,41.756371029,-87.552570734,"(41.7563710290834, -87.5525707335152)",2022,01,06
6728174,01/06/2022,01/04/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,BOTH ELEVATORS: WORKING ALARM BELL REQUIRED.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541348,13389936,FAILED,N,PERIODIC,ELEVATOR,5746 N KENMORE AVE,5746,N,KENMORE,AVE,12413,,41.98689781,-87.656862106,"(41.98689780951364, -87.65686210553692)",2022,01,04
6728027,06/27/2022,01/03/2022,EV1110,COMPLIED,06/27/2022,MAINTAIN OR REPAIR ELECT ELEVA,,PROVIDE CURRENT FIRE SERVICE LOGS.ALL ELEVATORS ON PROPERTY.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541663,13641647,PASSED,N,PERIODIC,ELEVATOR,1515 N WELLS ST,1515,N,WELLS,ST,4337,48.0,41.909643327,-87.634515611,"(41.909643326522584, -87.63451561127042)",2022,01,03
6728288,01/06/2022,01/06/2022,CN105055,OPEN,,INSTALL DOOR VIEWING DEVICE,OTHER   :    :OTHER,"FRONT INTERIOR STAIR/ VIEWING DEVICE - 1ST,2ND AND 3RD FL  MISSING.",Failed to install door viewing device at the entrance door of a dwelling unit.  (13-164-030),87296,13641762,FAILED,N,COMPLAINT,CONSERVATION,7830 S LUELLA AVE,7830,S,LUELLA,AVE,420313,49.0,41.752402036,-87.570046776,"(41.75240203623442, -87.57004677595131)",2022,01,06
6728396,01/06/2022,01/06/2022,CN197039,OPEN,,RELOCATE SMOKE DETECTOR,OTHER   :    :OTHER,"FRONT INTERIOR STAIRWAY, SMOKE DETECTOR IS MOINTED APROX. 5'-0"" BELOW THE CEILING.","Relocate improperly installed smoke detectors. (13-196-110) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.",BL00831,13641865,FAILED,N,COMPLAINT,CONSERVATION,7144 S BENNETT AVE,7144,S,BENNETT,AVE,406639,42.0,41.764766488,-87.5794867,"(41.764766488218335, -87.57948670010798)",2022,01,06
6728031,06/27/2022,01/03/2022,EV1110,COMPLIED,06/27/2022,MAINTAIN OR REPAIR ELECT ELEVA,,PERFORM CAT1 ANNUAL PRESSURE TEST AND LEAVE CITY OF CHICAGO DOCUMENTATION.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541663,13641647,PASSED,N,PERIODIC,ELEVATOR,1515 N WELLS ST,1515,N,WELLS,ST,4337,48.0,41.909643327,-87.634515611,"(41.909643326522584, -87.63451561127042)",2022,01,03
6728427,01/06/2022,01/06/2022,CN065034,OPEN,,REPAIR WINDOW SILLS,OTHER   :    :OTHER,WEST AND SOUTH ELEVADTIONS / STONE SILLS -  WASHED OUT MORTAR.,"Failed to maintain window sill in good repair and free from cracks and defects.  (13-196-530(e), 13-196-550, 13-196-641)",371335,13641912,FAILED,N,COMPLAINT,CONSERVATION,7305 S STEWART AVE,7305,S,STEWART,AVE,20451,,41.761515408,-87.634423734,"(41.76151540826766, -87.63442373377531)",2022,01,06
6728156,01/06/2022,01/06/2022,CN197019,OPEN,,INSTALL SMOKE DETECTORS,OTHER   :    :OTHER,CB197019 - BASEMENT - MISSING SMOKE DETECTOR.,"Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.",BL00831,13641693,FAILED,N,COMPLAINT,CONSERVATION,3948 W 66TH ST,3948,W,66TH,ST,386848,3.0,41.773308739,-87.722123589,"(41.77330873916035, -87.72212358937378)",2022,01,06
6728400,01/06/2022,01/06/2022,CN132016,OPEN,,HEAT UNIT ADEQUATELY,OTHER   :    :OTHER,"CB132016 - APT. 13C, LIVINGROOM TEMP WAS 64F AT 11:50AM. HEATING SYSTEM WAS ON. (BASEBOARD RADIATORS).",Heat dwelling unit adequately from September 15th to June 1st. (13-196-410),BL00831,13641867,FAILED,N,COMPLAINT,CONSERVATION,7145 S CYRIL AVE,7145,S,CYRIL,AVE,20294,42.0,41.764746418,-87.576795032,"(41.764746417981414, -87.57679503230615)",2022,01,06
6728172,01/06/2022,01/04/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,BOTH ELEVATORS: CLEAN PITS.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541348,13389936,FAILED,N,PERIODIC,ELEVATOR,5746 N KENMORE AVE,5746,N,KENMORE,AVE,12413,,41.98689781,-87.656862106,"(41.98689780951364, -87.65686210553692)",2022,01,04
6728390,01/06/2022,01/06/2022,CN135016,OPEN,,MICE/RODENTS,OTHER   :    :OTHER,"BUILDING INFESTED WITH MICE, INCLUDING APTS. 6910 S./-GA AND 6906 S./ -3C.","Exterminate rodents in building and seal openings through which they gain access. (13-196-530 D, 13-196-630 C, 7-28-660)",BL00831,13641863,FAILED,N,COMPLAINT,CONSERVATION,6910 S CORNELL AVE,6910,S,CORNELL,AVE,19892,42.0,41.769340787,-87.584573601,"(41.76934078694621, -87.58457360126422)",2022,01,06
6728177,01/06/2022,01/05/2022,EV1111,OPEN,,MAINTAIN OR REPAIR HYDRO ELEVA,,REPAIR/REPLACE EMERGENCY LIGHT TO WORK WITH/WITHOUT 110V POWER.,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",385638,13391897,FAILED,N,PERIODIC,ELEVATOR,2841 N PULASKI RD,2841,N,PULASKI,RD,118531,,41.933016261,-87.726865638,"(41.93301626121184, -87.72686563815077)",2022,01,05
6728221,01/12/2023,01/04/2022,EV1111,COMPLIED,01/04/2023,MAINTAIN OR REPAIR HYDRO ELEVA,,IN CAR STOP SWITCH MUST ACTIVATE ALARM BELL OR BE CHANGED TO KEY OPERATED TYPE.,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541348,13641722,PASSED,N,PERIODIC,ELEVATOR,5958 N KENMORE AVE,5958,N,KENMORE,AVE,12723,,41.99077613,-87.656982478,"(41.990776129817014, -87.65698247795436)",2022,01,04
6728246,01/06/2022,01/04/2022,EV1111,OPEN,,MAINTAIN OR REPAIR HYDRO ELEVA,,CLEAN PIT AND CARTOP.,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541348,12243392,FAILED,N,PERIODIC,ELEVATOR,6029 N WINTHROP AVE,6029,N,WINTHROP,AVE,12770,,41.991784162,-87.65812212,"(41.99178416164416, -87.65812212042691)",2022,01,04
6728286,01/06/2022,01/06/2022,CN073014,OPEN,,REPAIR EXTERIOR DOOR,OTHER   :    :OTHER,FRONT / EXTERIOR DOOR - DOES NOT LATCH,"Failed to maintain exterior door in sound condition and repair.  (13-196-550(d) and (e), 13-196-641)",87296,13641762,FAILED,N,COMPLAINT,CONSERVATION,7830 S LUELLA AVE,7830,S,LUELLA,AVE,420313,49.0,41.752402036,-87.570046776,"(41.75240203623442, -87.57004677595131)",2022,01,06
6728158,01/06/2022,01/06/2022,CN197087,OPEN,,CARB MONOX DETECT IN RESID,OTHER   :    :OTHER,CB197087 - BASEMENT MISSING CARBON MONOXIDE DETECTOR.,"Install carbon monoxide detector within 40 feet of every sleeping room in residential structure. (13-64-190, 13-64-210) A carbon monoxide detector is needed whenever there is a heating appliance on the premises that burns fossil fuel such as gas, oil, or coal, or air that is circulated through a heat exchanger. Install according to manufacturer instructions. A hard wired model requires an electrical wiring permit. In a single family residence, be sure the detector is on or below the lowest floor with a place to sleep. In a multiple dwelling residence heated by a boiler, install a detector in the same room as the boiler. Otherwise, each apartment follows single family guidelines. The owner is responsible for installation and written instructions, the tenant for testing, maintenance, and batteries.",BL00831,13641693,FAILED,N,COMPLAINT,CONSERVATION,3948 W 66TH ST,3948,W,66TH,ST,386848,3.0,41.773308739,-87.722123589,"(41.77330873916035, -87.72212358937378)",2022,01,06
6728291,01/06/2022,01/06/2022,CN101015,OPEN,,REPAIR INTERIOR WALLS/CEILING,OTHER   :    :OTHER,FRONT INTERIOR STAIR/ WALL AND CEILING - 3RD FL WATER DAMAGE,Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c)),87296,13641762,FAILED,N,COMPLAINT,CONSERVATION,7830 S LUELLA AVE,7830,S,LUELLA,AVE,420313,49.0,41.752402036,-87.570046776,"(41.75240203623442, -87.57004677595131)",2022,01,06
6728355,01/06/2022,01/06/2022,CN061014,OPEN,,REPAIR EXTERIOR WALL,EXTERIOR:S   :,"SOUTH ELEVATION  -FRACTURES WITH LOOSE BROICKS AND MORTAR , MAINLY AT LINTEL.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)",BL00904,13641843,FAILED,N,COMPLAINT,CONSERVATION,4108 W ARMITAGE AVE,4108,W,ARMITAGE,AVE,91536,,41.917239657,-87.729402186,"(41.91723965730742, -87.72940218594754)",2022,01,06
6728186,01/06/2022,01/04/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,PASSENGER ELEVATOR: SECURE LEADING EDGE OF CAR GATE TO REMAIN IN CAR SILL.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541348,13389936,FAILED,N,PERIODIC,ELEVATOR,5746 N KENMORE AVE,5746,N,KENMORE,AVE,12413,,41.98689781,-87.656862106,"(41.98689780951364, -87.65686210553692)",2022,01,04
6728428,01/06/2022,01/06/2022,CN063014,OPEN,,CHIMNEY,OTHER   :    :OTHER,SOUTH ELEVATION / CHIMNEY -  WASHED OUT MORTAR.,"Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)",371335,13641912,FAILED,N,COMPLAINT,CONSERVATION,7305 S STEWART AVE,7305,S,STEWART,AVE,20451,,41.761515408,-87.634423734,"(41.76151540826766, -87.63442373377531)",2022,01,06
6728391,01/06/2022,01/06/2022,CN073044,OPEN,,REPAIR EXTERIOR DOOR HARDWARE,OTHER   :    :OTHER,FRONT BUILDING ENTRY DOORS AT 6910 S./ AND 6904 S./ - DEFECTIVE LOCKS.,"Failed to maintain exterior door hardware in good condition and repair.  (13-196-550(d), 13-196-641)",BL00831,13641863,FAILED,N,COMPLAINT,CONSERVATION,6910 S CORNELL AVE,6910,S,CORNELL,AVE,19892,42.0,41.769340787,-87.584573601,"(41.76934078694621, -87.58457360126422)",2022,01,06
6728401,01/06/2022,01/06/2022,CN104075,OPEN,,WINDOW REPAIR FOR AIR SEEPAGE,OTHER   :    :OTHER,CB10405 - APT 13C - LIVINGROOM AND BEDROOM WINDOWS - AIR SEEPING IN.,Failed to maintain windows in relation to the adjacent wall construction as to completely exclude rain and substantially exclude wind from entering the premises.  (13-196-550(f)),BL00831,13641867,FAILED,N,COMPLAINT,CONSERVATION,7145 S CYRIL AVE,7145,S,CYRIL,AVE,20294,42.0,41.764746418,-87.576795032,"(41.764746417981414, -87.57679503230615)",2022,01,06
6728159,01/06/2022,01/06/2022,CN132046,OPEN,,SAFE WORKING CONDITIONS,OTHER   :    :OTHER,CB132047 -S.F.R - FURNACE IS OUT OF SERVICE.,"Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)",BL00831,13641693,FAILED,N,COMPLAINT,CONSERVATION,3948 W 66TH ST,3948,W,66TH,ST,386848,3.0,41.773308739,-87.722123589,"(41.77330873916035, -87.72212358937378)",2022,01,06
6727617,01/06/2022,01/04/2022,CN197079,COMPLIED,01/06/2022,REPAIR/REPLACE SMOKE DETECTORS,INTERIOR:002 :UNIT 2,"3843 W POLK / 2ND UNIT / SMOKE DETECTORS OUT OF SERVICE (14X-1-103.2, 14X-1-103.3, 14X-5-504.1.1, 14X-5-504.10 AND 14A-3-314.1.4)","Repair or replace defective or out of service smoke detectors and operate continuously. (13-196-130, 13-196-140)",447020,13641311,PASSED,N,COMPLAINT,CONSERVATION,3843 W POLK ST,3843,W,POLK,ST,258827,,41.87065029,-87.721993223,"(41.87065028995867, -87.7219932232769)",2022,01,04
6728173,01/06/2022,01/04/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,BOTH ELEVATORS: WORKING TWO WAY COMMUNICATION (PHONE) REQUIRED IN ELEVATOR CAB.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541348,13389936,FAILED,N,PERIODIC,ELEVATOR,5746 N KENMORE AVE,5746,N,KENMORE,AVE,12413,,41.98689781,-87.656862106,"(41.98689780951364, -87.65686210553692)",2022,01,04
6728387,01/06/2022,01/06/2022,CN197019,OPEN,,INSTALL SMOKE DETECTORS,OTHER   :    :OTHER,CB197019- APT. 6910 S./ -GA - MISSING FRONT SMOKE DETECTOR.,"Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.",BL00831,13641861,FAILED,N,COMPLAINT,CONSERVATION,6910 S CORNELL AVE,6910,S,CORNELL,AVE,19892,42.0,41.769340787,-87.584573601,"(41.76934078694621, -87.58457360126422)",2022,01,06
6728263,01/06/2022,01/04/2022,EV1111,OPEN,,MAINTAIN OR REPAIR HYDRO ELEVA,,WORKING TWO WAY COMMUNICATION (PHONE) REQUIRED IN ELEVATOR CAB.,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541348,12235138,FAILED,N,PERIODIC,ELEVATOR,5747 N WINTHROP AVE,5747,N,WINTHROP,AVE,12448,,41.986878804,-87.657969758,"(41.98687880373587, -87.65796975796714)",2022,01,04
6728287,01/06/2022,01/06/2022,CN105015,OPEN,,"REPAIR DOOR, INT.",OTHER   :    :OTHER,FRONT 1ST FL /  INTERIOR DOOR - FOYER DOOR NOT LATCH .,Repair or replace defective door. (13-196-550),87296,13641762,FAILED,N,COMPLAINT,CONSERVATION,7830 S LUELLA AVE,7830,S,LUELLA,AVE,420313,49.0,41.752402036,-87.570046776,"(41.75240203623442, -87.57004677595131)",2022,01,06
6728418,01/06/2022,01/06/2022,CN132016,OPEN,,HEAT UNIT ADEQUATELY,OTHER   :    :OTHER,"SOUTH OF BUILDING / 1ST,2ND AND 3RD FL /HEAT UNITS ADEQATELY HEAT. TEMP AT728AM UNIT 118 1ST FL 63 UNIT 112 62, UNIT 216 2ND FL 63 AND 3RD FL UNIT 316  64 DEGREES.PER SECTION CODE . (14X-8-802.3, 14X-8-802.3.1 AND 14X-8-802.3.2)",Heat dwelling unit adequately from September 15th to June 1st. (13-196-410),87296,13641879,FAILED,N,COMPLAINT,CONSERVATION,10935 S HALSTED ST,10935,S,HALSTED,ST,513686,45.0,41.694948946,-87.64231341,"(41.69494894627507, -87.64231340979583)",2022,01,06
6728457,01/06/2022,01/06/2022,PL151137,OPEN,,OPEN,,,,BL00896,13588127,FAILED,N,PERMIT,PLUMBING,3514 W 59TH PL,3514,W,59TH,PL,369198,,41.785324913,-87.711241609,"(41.785324912771095, -87.7112416092589)",2022,01,06
6728176,01/06/2022,01/04/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,BOTH ELEVATORS: WORKING DOOR RESTRICTOR REQUIRED.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541348,13389936,FAILED,N,PERIODIC,ELEVATOR,5746 N KENMORE AVE,5746,N,KENMORE,AVE,12413,,41.98689781,-87.656862106,"(41.98689780951364, -87.65686210553692)",2022,01,04
6728022,06/27/2022,01/03/2022,EV1110,COMPLIED,06/27/2022,MAINTAIN OR REPAIR ELECT ELEVA,,REPAIR PHONES FOR 24 HOUR 7 DAY A WEEK 2 WAY COMMUNICATION.ALL ELEVATORS ON PROPERTY.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541663,13641647,PASSED,N,PERIODIC,ELEVATOR,1515 N WELLS ST,1515,N,WELLS,ST,4337,48.0,41.909643327,-87.634515611,"(41.909643326522584, -87.63451561127042)",2022,01,03
6728394,01/06/2022,01/06/2022,CN132046,OPEN,,SAFE WORKING CONDITIONS,OTHER   :    :OTHER,CB132046- BUILDING WITH 3 D.U. BOILER IS OUT OF SERVICE.,"Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)",BL00831,13641865,FAILED,N,COMPLAINT,CONSERVATION,7144 S BENNETT AVE,7144,S,BENNETT,AVE,406639,42.0,41.764766488,-87.5794867,"(41.764766488218335, -87.57948670010798)",2022,01,06
6727860,01/06/2022,01/05/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,(PREVIOUSLY CITED ON 5/15/18) CAT. 5 TESTS ARE OVERDUE. BOTH ELEVATORS.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",312525,13641681,FAILED,N,PERIODIC,ELEVATOR,1247 S WABASH AVE,1247,S,WABASH,AVE,667812,,41.866157539,-87.625654924,"(41.86615753949959, -87.62565492401482)",2022,01,05
6727874,02/04/2022,01/05/2022,EV1110,COMPLIED,02/03/2022,MAINTAIN OR REPAIR ELECT ELEVA,,NUMBER CAR TOP. BOTH ELEVATORS,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",312525,13641681,FAILED,N,PERIODIC,ELEVATOR,1247 S WABASH AVE,1247,S,WABASH,AVE,667812,,41.866157539,-87.625654924,"(41.86615753949959, -87.62565492401482)",2022,01,05
6728290,01/06/2022,01/06/2022,CN031023,OPEN,,FIRE EXTNGSHR RECHARGE & TAG,OTHER   :    :OTHER,FRONT INTERIOR STAIR / FIRE EXTINGUISHER - 3RD FL TAGED 6/2-20,Failed to maintain properly charged fire extinguisher and to attach tag which clearly indicates recharge date and signature of the person who performed the recharge.  (15-16-680),87296,13641762,FAILED,N,COMPLAINT,CONSERVATION,7830 S LUELLA AVE,7830,S,LUELLA,AVE,420313,49.0,41.752402036,-87.570046776,"(41.75240203623442, -87.57004677595131)",2022,01,06
6728180,01/06/2022,01/05/2022,EV1111,OPEN,,MAINTAIN OR REPAIR HYDRO ELEVA,,REPAIR PHONE TO WORK 24 HOUR 7 DAY A WEEK 2 WAY COMMUNICATION,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",385638,13391897,FAILED,N,PERIODIC,ELEVATOR,2841 N PULASKI RD,2841,N,PULASKI,RD,118531,,41.933016261,-87.726865638,"(41.93301626121184, -87.72686563815077)",2022,01,05
6728356,01/06/2022,01/06/2022,CN065014,OPEN,,REPAIR LINTELS,EXTERIOR:S   :,SOUTH ELEVATION - BOWED AND RUSTED LINTEL. PERMIT REQUIRED FOR LINTEL REPLACEMENT.,"Failed to maintain lintel in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)",BL00904,13641843,FAILED,N,COMPLAINT,CONSERVATION,4108 W ARMITAGE AVE,4108,W,ARMITAGE,AVE,91536,,41.917239657,-87.729402186,"(41.91723965730742, -87.72940218594754)",2022,01,06
6727616,01/06/2022,01/04/2022,CN132046,COMPLIED,01/06/2022,SAFE WORKING CONDITIONS,INTERIOR:002 :2ND UNIT,"3843 W POLK / 2ND FLOOR / FURNACE EQUIPMENT NOT MAINTAINED IN GOOD REPAIR - HEAT NOT COMING OUT OF VENTS. (14X-3-305.1, 14X-8-804.1 THRU 14X-8-804.4 AND 14X-8-804.5)","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)",447020,13641311,PASSED,N,COMPLAINT,CONSERVATION,3843 W POLK ST,3843,W,POLK,ST,258827,,41.87065029,-87.721993223,"(41.87065028995867, -87.7219932232769)",2022,01,04
6728152,01/05/2022,01/05/2022,CN197079,OPEN,,REPAIR/REPLACE SMOKE DETECTORS,OTHER   :    :OTHER,"CB197079 - 1ST FLOOR APT., SMOKE DETECTOR FAILED TEST.","Repair or replace defective or out of service smoke detectors and operate continuously. (13-196-130, 13-196-140)",BL00831,13641691,FAILED,N,COMPLAINT,CONSERVATION,6316 S CHAMPLAIN AVE,6316,S,CHAMPLAIN,AVE,375991,,41.779803348,-87.609714134,"(41.77980334777068, -87.60971413374365)",2022,01,05
6728564,01/06/2022,01/06/2022,CN132046,OPEN,,SAFE WORKING CONDITIONS,OTHER   :    :OTHER,"APT 2 / FURNACE IS OUT OF SERVICE. NO HEAT PROVIDED. CB132046 - SAFE WORKING CONDITIONS (14X-3-305.1, 14X-8-804.1 THRU 14X-8-804.4 AND 14X-8-804.5)","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)",371335,13642135,FAILED,N,COMPLAINT,CONSERVATION,6914 S EGGLESTON AVE,6914,S,EGGLESTON,AVE,395584,,41.768484185,-87.636162824,"(41.76848418549438, -87.63616282429787)",2022,01,06
6728573,01/06/2022,01/06/2022,CN046013,OPEN,,UNAPPROVED HEATING DEVICE,OTHER   :    :OTHER,7801 APT 2N AND 1611 APT 1E -  USING ELECTRIC SPACE HEATERS FOR HEAT. CB132026 - PORTABLE ELECTRIC SPACE HEATERS (14X-7-705.4),Stop using cooking or water heating device as heating device. (13-196-400),371335,13642137,FAILED,N,COMPLAINT,CONSERVATION,7801 S MARSHFIELD AVE,7801,S,MARSHFIELD,AVE,424761,32.0,41.752070441,-87.664546674,"(41.75207044129094, -87.6645466742643)",2022,01,06
6728610,01/28/2022,01/07/2022,PL151137,COMPLIED,01/28/2022,OPEN,,,,BL00959,13642168,PASSED,N,PERMIT,PLUMBING,2626 N RIDGEWAY AVE,2626,N,RIDGEWAY,AVE,104049,,41.929040977,-87.720924277,"(41.92904097696728, -87.72092427706286)",2022,01,07
6728835,01/07/2022,01/07/2022,PL151137,OPEN,,OPEN,,,,BL00896,13642388,FAILED,N,PERMIT,PLUMBING,1240 W 97TH ST,1240,W,97TH,ST,487604,,41.718218233,-87.654497122,"(41.718218232883984, -87.65449712240412)",2022,01,07
6728925,01/07/2022,01/07/2022,PL154027,OPEN,,SUPPLY HOT WTR MIN TEMP 120DEG,OTHER   :    :OTHER,"BUILDING / PLUMBING PIPES - BURST IN BASEMENT. WATER SHUT OFF. CB154027 - HOT OR TEMPERED WATER - PROVIDE (14X-9-905.2, 14X-9-905.2.1AND 14X-9-905.5)",Supply adequate hot water with minimum temperature of 120 degrees F. (13-196-430),371335,13642481,FAILED,N,COMPLAINT,CONSERVATION,6018 S ST LAWRENCE AVE,6018,S,ST LAWRENCE,AVE,19359,,41.785186486,-87.611063056,"(41.785186486113574, -87.61106305555802)",2022,01,07
6728926,01/07/2022,01/07/2022,PL155017,OPEN,,PROVIDE COLD WATER TO FICTURES,OTHER   :    :OTHER,"BUILDING / PLUMBING PIPES - BURST. WATER HAS BEEN SHUT OFF, NO WATER SUPPLIED. CB155017 - COLD WATER - PROVIDE  ( 14X-9-905.4 )","Provide kitchen sink, bathroom sink, and/or bath tub or shower with cold water supply line, installed and connected. (13-196-420)",371335,13642481,FAILED,N,COMPLAINT,CONSERVATION,6018 S ST LAWRENCE AVE,6018,S,ST LAWRENCE,AVE,19359,,41.785186486,-87.611063056,"(41.785186486113574, -87.61106305555802)",2022,01,07
6729767,09/20/2022,01/06/2022,EV1111,COMPLIED,09/14/2022,MAINTAIN OR REPAIR HYDRO ELEVA,,PROVIDE WRITTEN MAINTENANCE CONTROL PROGRAM IN MACHINE ROOM.,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",432622,13643306,FAILED,N,PERIODIC,ELEVATOR,7111 S WENTWORTH AVE,7111,S,WENTWORTH,AVE,26693,,41.765062935,-87.629614023,"(41.765062935050935, -87.62961402333633)",2022,01,06
6728847,02/02/2022,01/07/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,DRIP PAN UNDER AIRCONDITION,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541345,13650998,FAILED,N,PERMIT,ELEVATOR,824 W SUPERIOR ST,824,W,SUPERIOR,ST,2140,29.0,41.895646504,-87.648854333,"(41.895646504075636, -87.64885433278305)",2022,01,07
6728933,01/07/2022,01/07/2022,CN197019,OPEN,,INSTALL SMOKE DETECTORS,OTHER   :    :OTHER,"APT 8A / TENANT - REMOVED SMOKE DETECTORS.CB197019 - SMOKE ALARMS / DETECTORS - INSTALL (14X-5-504.8, 14X-5-504.8.4,14B-9-907.2.10.1 THROUGH 14B-9-907.2.10.7, AND 14R-11-1104)","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.",371335,13642485,FAILED,N,COMPLAINT,CONSERVATION,7251 S SOUTH SHORE DR,7251,S,SOUTH SHORE,DR,20411,,41.764614709,-87.560975323,"(41.76461470888257, -87.5609753231628)",2022,01,07
6728511,06/21/2023,01/05/2022,PL151137,COMPLIED,06/21/2023,OPEN,,,,BL00896,14099094,PASSED,N,PERMIT,PLUMBING,4826 W WASHINGTON BLVD,4826,W,WASHINGTON,BLVD,33408,,41.881911952,-87.746446565,"(41.88191195248336, -87.74644656516531)",2022,01,05
